forecast_temp,forecast_rain,wind_speed_10m_mean,wind_dir,pbl_max,date
25.557665,26.400003,7.9819355,252.23288,,2013-01-01 00:00:00+07:00
25.536829,15.1,7.2353525,277.68045,1005.0,2013-01-02 00:00:00+07:00
26.693083,2.3999999,9.274449,262.80185,570.0,2013-01-03 00:00:00+07:00
25.382662,22.7,12.169936,267.65076,1050.0,2013-01-04 00:00:00+07:00
25.13475,11.599999,10.452122,263.79114,950.0,2013-01-05 00:00:00+07:00
25.434752,13.1,11.806348,251.44826,975.0,2013-01-06 00:00:00+07:00
25.87642,7.2000003,10.923448,244.4812,810.0,2013-01-07 00:00:00+07:00
25.886835,3.9000003,13.989562,246.23445,910.0,2013-01-08 00:00:00+07:00
25.068085,20.199999,16.416826,253.84491,940.0,2013-01-09 00:00:00+07:00
25.613913,5.899999,20.133034,250.55032,1005.0,2013-01-10 00:00:00+07:00
26.1785,2.6999998,17.261513,261.04587,1095.0,2013-01-11 00:00:00+07:00
25.747248,12.4,9.981803,265.50082,1025.0,2013-01-12 00:00:00+07:00
25.345163,21.899998,8.574466,270.74817,920.0,2013-01-13 00:00:00+07:00
25.066002,18.7,5.8193097,267.4633,895.0,2013-01-14 00:00:00+07:00
24.645166,20.699997,6.7733274,270.2886,660.0,2013-01-15 00:00:00+07:00
24.963915,5.8999996,5.3018303,289.78946,735.0,2013-01-16 00:00:00+07:00
25.40767,9.5,4.499164,322.1476,780.0,2013-01-17 00:00:00+07:00
25.270164,23.300001,6.5697694,265.1849,785.0,2013-01-18 00:00:00+07:00
26.005583,5.3,7.8607907,266.76498,955.0,2013-01-19 00:00:00+07:00
26.126417,6.6,7.1861773,271.98462,1030.0,2013-01-20 00:00:00+07:00
26.18683,3.9999998,7.057648,303.92554,1030.0,2013-01-21 00:00:00+07:00
26.059748,14.099999,7.458461,300.45898,1010.0,2013-01-22 00:00:00+07:00
25.332664,20.700003,9.839163,265.09818,785.0,2013-01-23 00:00:00+07:00
24.976418,9.999999,7.291177,275.76376,1095.0,2013-01-24 00:00:00+07:00
24.8035,11.2,5.667963,276.90024,915.0,2013-01-25 00:00:00+07:00
24.83475,14.499999,7.1408234,278.13,505.0,2013-01-26 00:00:00+07:00
25.184748,16.8,9.301771,259.6505,520.0,2013-01-27 00:00:00+07:00
25.36808,18.999998,8.665287,289.48776,940.0,2013-01-28 00:00:00+07:00
25.4285,7.9999995,5.77349,292.4259,880.0,2013-01-29 00:00:00+07:00
25.761833,7.2999988,6.016197,305.66165,850.0,2013-01-30 00:00:00+07:00
25.545166,13.200001,5.7247014,286.13733,935.0,2013-01-31 00:00:00+07:00
25.861832,5.8,6.07441,308.47543,780.0,2013-02-01 00:00:00+07:00
25.699331,9.099999,5.0231667,334.21713,815.0,2013-02-02 00:00:00+07:00
25.757662,12.1,4.4611797,14.50025,650.0,2013-02-03 00:00:00+07:00
26.251413,8.4,4.1321,222.76878,905.0,2013-02-04 00:00:00+07:00
25.836832,11.8,5.9658337,255.57916,1025.0,2013-02-05 00:00:00+07:00
25.399332,30.700003,5.1437697,229.93538,940.0,2013-02-06 00:00:00+07:00
25.805582,8.299999,5.5143394,252.62584,855.0,2013-02-07 00:00:00+07:00
26.143082,0.5,4.8522115,270.56165,955.0,2013-02-08 00:00:00+07:00
26.607668,2.8999999,6.466826,241.14978,915.0,2013-02-09 00:00:00+07:00
26.311834,12.2,4.4252033,180.00008,935.0,2013-02-10 00:00:00+07:00
25.68683,10.599999,4.5541587,63.67679,865.0,2013-02-11 00:00:00+07:00
