forecast_temp,forecast_rain,wind_speed_10m_mean,wind_dir,pbl_max,date
25.531664,26.400003,7.9819355,252.23288,,2013-01-01 00:00:00+07:00
25.510836,15.1,7.2353525,277.68045,1005.0,2013-01-02 00:00:00+07:00
26.667082,2.3999999,9.274449,262.80185,570.0,2013-01-03 00:00:00+07:00
25.35666,22.7,12.169936,267.65076,1050.0,2013-01-04 00:00:00+07:00
25.10875,11.599999,10.452122,263.79114,950.0,2013-01-05 00:00:00+07:00
25.40875,13.1,11.806348,251.44826,975.0,2013-01-06 00:00:00+07:00
25.85042,7.2000003,10.923448,244.4812,810.0,2013-01-07 00:00:00+07:00
25.860834,3.9000003,13.989562,246.23445,910.0,2013-01-08 00:00:00+07:00
25.042086,20.199999,16.416826,253.84491,940.0,2013-01-09 00:00:00+07:00
25.587914,5.899999,20.133034,250.55032,1005.0,2013-01-10 00:00:00+07:00
26.152502,2.6999998,17.261513,261.04587,1095.0,2013-01-11 00:00:00+07:00
25.72125,12.4,9.981803,265.50082,1025.0,2013-01-12 00:00:00+07:00
25.319166,21.899998,8.574466,270.74817,920.0,2013-01-13 00:00:00+07:00
25.04,18.7,5.8193097,267.4633,895.0,2013-01-14 00:00:00+07:00
24.61917,20.699997,6.7733274,270.2886,660.0,2013-01-15 00:00:00+07:00
24.937918,5.8999996,5.3018303,289.78946,735.0,2013-01-16 00:00:00+07:00
25.381668,9.5,4.499164,322.1476,780.0,2013-01-17 00:00:00+07:00
25.244165,23.300001,6.5697694,265.1849,785.0,2013-01-18 00:00:00+07:00
25.979584,5.3,7.8607907,266.76498,955.0,2013-01-19 00:00:00+07:00
26.10042,6.6,7.1861773,271.98462,1030.0,2013-01-20 00:00:00+07:00
26.16083,3.9999998,7.057648,303.92554,1030.0,2013-01-21 00:00:00+07:00
26.03375,14.099999,7.458461,300.45898,1010.0,2013-01-22 00:00:00+07:00
25.306665,20.700003,9.839163,265.09818,785.0,2013-01-23 00:00:00+07:00
24.950417,9.999999,7.291177,275.76376,1095.0,2013-01-24 00:00:00+07:00
24.777502,11.2,5.667963,276.90024,915.0,2013-01-25 00:00:00+07:00
24.808748,14.499999,7.1408234,278.13,505.0,2013-01-26 00:00:00+07:00
25.15875,16.8,9.301771,259.6505,520.0,2013-01-27 00:00:00+07:00
25.342085,18.999998,8.665287,289.48776,940.0,2013-01-28 00:00:00+07:00
25.402502,7.9999995,5.77349,292.4259,880.0,2013-01-29 00:00:00+07:00
25.735838,7.2999988,6.016197,305.66165,850.0,2013-01-30 00:00:00+07:00
25.519167,13.200001,5.7247014,286.13733,935.0,2013-01-31 00:00:00+07:00
25.835836,5.8,6.07441,308.47543,780.0,2013-02-01 00:00:00+07:00
25.673334,9.099999,5.0231667,334.21713,815.0,2013-02-02 00:00:00+07:00
25.731665,12.1,4.4611797,14.50025,650.0,2013-02-03 00:00:00+07:00
26.225416,8.4,4.1321,222.76878,905.0,2013-02-04 00:00:00+07:00
25.810831,11.8,5.9658337,255.57916,1025.0,2013-02-05 00:00:00+07:00
25.373335,30.700003,5.1437697,229.93538,940.0,2013-02-06 00:00:00+07:00
25.779585,8.299999,5.5143394,252.62584,855.0,2013-02-07 00:00:00+07:00
26.117083,0.5,4.8522115,270.56165,955.0,2013-02-08 00:00:00+07:00
26.581667,2.8999999,6.466826,241.14978,915.0,2013-02-09 00:00:00+07:00
26.285835,12.2,4.4252033,180.00008,935.0,2013-02-10 00:00:00+07:00
25.660833,10.599999,4.5541587,63.67679,865.0,2013-02-11 00:00:00+07:00
25.760832,12.999999,5.2872767,60.34098,840.0,2013-02-12 00:00:00+07:00
25.48375,23.800003,4.223299,271.15732,890.0,2013-02-13 00:00:00+07:00
25.212915,17.000002,5.660661,264.62036,825.0,2013-02-14 00:00:00+07:00
25.910835,3.3999999,8.949469,259.85223,760.0,2013-02-15 00:00:00+07:00
25.789999,17.300001,11.369237,267.3939,830.0,2013-02-16 00:00:00+07:00
25.198336,12.6,10.402924,254.66667,1065.0,2013-02-17 00:00:00+07:00
26.094168,2.8000002,12.519107,262.79642,1005.0,2013-02-18 00:00:00+07:00
25.194166,10.1,11.365323,251.03175,1120.0,2013-02-19 00:00:00+07:00
25.035835,5.5,7.6760693,271.5729,935.0,2013-02-20 00:00:00+07:00
25.6025,4.4999995,10.836622,276.94632,810.0,2013-02-21 00:00:00+07:00
25.633749,6.4,9.915271,272.00308,1240.0,2013-02-22 00:00:00+07:00
25.662918,19.000002,9.792275,299.07327,1215.0,2013-02-23 00:00:00+07:00
26.158747,3.8000002,6.533966,253.7824,1040.0,2013-02-24 00:00:00+07:00
26.819166,1.6,8.193492,271.53302,860.0,2013-02-25 00:00:00+07:00
26.817085,3.8000002,7.802303,274.06622,955.0,2013-02-26 00:00:00+07:00
26.742086,4.7999997,9.123809,260.2642,1265.0,2013-02-27 00:00:00+07:00
27.42958,0.0,13.857401,258.84625,1130.0,2013-02-28 00:00:00+07:00
26.95875,2.1000001,10.541732,262.77322,1290.0,2013-03-01 00:00:00+07:00
26.85875,4.5,7.0757723,291.01102,1050.0,2013-03-02 00:00:00+07:00
26.05667,17.3,6.751819,299.3791,1015.0,2013-03-03 00:00:00+07:00
25.03167,28.0,6.3734927,272.7926,925.0,2013-03-04 00:00:00+07:00
24.975416,16.5,8.293385,257.62778,720.0,2013-03-05 00:00:00+07:00
26.41292,3.3999999,6.575144,292.019,950.0,2013-03-06 00:00:00+07:00
26.633749,0.0,6.8342733,274.52237,940.0,2013-03-07 00:00:00+07:00
26.258753,13.5,7.492068,290.22495,1085.0,2013-03-08 00:00:00+07:00
26.356667,4.9,7.8327317,264.6773,1000.0,2013-03-09 00:00:00+07:00
26.14625,9.900001,9.199642,260.68222,850.0,2013-03-10 00:00:00+07:00
26.648333,7.4,5.6132545,255.29637,1000.0,2013-03-11 00:00:00+07:00
26.30042,13.9,5.43174,268.94397,1095.0,2013-03-12 00:00:00+07:00
27.346247,5.2,8.16278,260.7591,910.0,2013-03-13 00:00:00+07:00
26.256668,8.6,5.056933,267.7094,1060.0,2013-03-14 00:00:00+07:00
26.12333,5.9,4.727233,283.134,845.0,2013-03-15 00:00:00+07:00
26.237915,8.8,5.4816785,266.03784,975.0,2013-03-16 00:00:00+07:00
26.73792,4.5,7.1289372,258.82452,1120.0,2013-03-17 00:00:00+07:00
26.52333,2.9,6.5991144,249.79744,1195.0,2013-03-18 00:00:00+07:00
26.079584,6.0000005,3.826623,316.00497,1070.0,2013-03-19 00:00:00+07:00
25.948336,9.900001,4.7802505,79.85451,925.0,2013-03-20 00:00:00+07:00
26.79625,3.0,7.1295247,101.469505,895.0,2013-03-21 00:00:00+07:00
26.785835,6.7,6.7357807,101.7174,1065.0,2013-03-22 00:00:00+07:00
27.181665,0.0,5.768003,125.88221,980.0,2013-03-23 00:00:00+07:00
26.683752,4.3999996,5.459632,93.44415,1145.0,2013-03-24 00:00:00+07:00
26.708754,3.9,4.197295,140.52748,935.0,2013-03-25 00:00:00+07:00
26.760832,1.7,4.7572403,89.99999,1040.0,2013-03-26 00:00:00+07:00
26.794167,3.3000002,5.1727977,245.11964,985.0,2013-03-27 00:00:00+07:00
26.537918,4.7000003,4.496313,179.33376,920.0,2013-03-28 00:00:00+07:00
26.717085,4.3,7.0873694,247.26857,895.0,2013-03-29 00:00:00+07:00
26.72125,5.5,7.0024285,240.27347,980.0,2013-03-30 00:00:00+07:00
26.771248,1.4000001,7.5644326,225.42435,1010.0,2013-03-31 00:00:00+07:00
26.985834,8.7,4.8140388,153.83846,1180.0,2013-04-01 00:00:00+07:00
26.523333,9.3,4.0260973,106.85845,1070.0,2013-04-02 00:00:00+07:00
26.873337,6.7,4.8403015,253.95714,820.0,2013-04-03 00:00:00+07:00
26.642082,6.2999997,5.023873,230.57217,1025.0,2013-04-04 00:00:00+07:00
26.585833,10.5,4.236814,240.69498,830.0,2013-04-05 00:00:00+07:00
25.854584,28.800001,4.5653343,281.31003,830.0,2013-04-06 00:00:00+07:00
25.517082,30.0,5.5254006,223.22124,655.0,2013-04-07 00:00:00+07:00
26.629583,9.2,3.9691143,199.98317,425.0,2013-04-08 00:00:00+07:00
26.60042,7.2,3.9496737,291.09238,795.0,2013-04-09 00:00:00+07:00
26.539999,9.3,5.045176,277.43973,905.0,2013-04-10 00:00:00+07:00
26.504585,10.1,6.3439894,242.03783,1045.0,2013-04-11 00:00:00+07:00
26.758757,3.0,8.651315,237.46638,960.0,2013-04-12 00:00:00+07:00
26.327501,6.9,12.914267,244.25386,1130.0,2013-04-13 00:00:00+07:00
27.023336,5.3,8.422365,243.20305,990.0,2013-04-14 00:00:00+07:00
26.725416,4.3,7.466397,242.07649,925.0,2013-04-15 00:00:00+07:00
26.700417,11.900001,6.5207696,232.55191,905.0,2013-04-16 00:00:00+07:00
26.408752,14.500001,4.2284327,123.27485,1085.0,2013-04-17 00:00:00+07:00
25.131662,48.800003,5.256107,205.48064,875.0,2013-04-18 00:00:00+07:00
25.810837,2.4,3.9051507,145.15059,490.0,2013-04-19 00:00:00+07:00
26.592085,2.1000001,5.6584926,103.07394,950.0,2013-04-20 00:00:00+07:00
26.919168,1.7,4.835191,80.85125,970.0,2013-04-21 00:00:00+07:00
25.942083,8.9,4.5659056,110.79422,845.0,2013-04-22 00:00:00+07:00
25.869165,9.1,4.9745607,108.50604,425.0,2013-04-23 00:00:00+07:00
25.969168,6.0,5.1292763,80.537735,815.0,2013-04-24 00:00:00+07:00
26.20458,10.700001,4.4794936,129.38776,830.0,2013-04-25 00:00:00+07:00
25.90875,5.9,6.4920955,86.869835,935.0,2013-04-26 00:00:00+07:00
26.204584,2.2,5.479177,104.51429,770.0,2013-04-27 00:00:00+07:00
26.304586,1.5999999,7.4713364,94.09527,955.0,2013-04-28 00:00:00+07:00
26.723333,0.5,8.744524,103.89834,1080.0,2013-04-29 00:00:00+07:00
27.237917,0.6,6.4986153,99.893875,955.0,2013-04-30 00:00:00+07:00
26.417084,3.4,3.129324,126.193306,960.0,2013-05-01 00:00:00+07:00
26.475418,0.6,6.4820547,115.99396,890.0,2013-05-02 00:00:00+07:00
26.787918,0.6,7.8635707,96.919426,1015.0,2013-05-03 00:00:00+07:00
27.204584,0.8,7.5250244,100.85247,1005.0,2013-05-04 00:00:00+07:00
27.235838,1.0,6.3445077,104.036255,1065.0,2013-05-05 00:00:00+07:00
27.13375,0.4,5.852927,77.4712,915.0,2013-05-06 00:00:00+07:00
26.777496,13.100001,3.88811,329.9316,1060.0,2013-05-07 00:00:00+07:00
26.714998,2.5,7.3050246,247.9445,1005.0,2013-05-08 00:00:00+07:00
26.385832,3.6000001,4.529314,157.22955,855.0,2013-05-09 00:00:00+07:00
26.435831,5.7000003,4.20041,127.65884,670.0,2013-05-10 00:00:00+07:00
26.55042,13.7,3.9750612,80.53775,890.0,2013-05-11 00:00:00+07:00
26.3275,2.7,5.9564457,94.15957,830.0,2013-05-12 00:00:00+07:00
25.72542,6.499999,7.4897084,97.59456,800.0,2013-05-13 00:00:00+07:00
26.05042,9.799999,5.4084272,184.87378,570.0,2013-05-14 00:00:00+07:00
26.273333,4.7999997,4.320056,205.53738,890.0,2013-05-15 00:00:00+07:00
26.808752,3.7,4.584388,215.48213,755.0,2013-05-16 00:00:00+07:00
26.581667,4.4,5.018996,179.3563,1050.0,2013-05-17 00:00:00+07:00
26.819166,2.5000002,4.37921,136.34781,925.0,2013-05-18 00:00:00+07:00
26.69625,3.3,4.210984,120.96378,970.0,2013-05-19 00:00:00+07:00
26.40875,7.0999994,4.689027,145.39424,930.0,2013-05-20 00:00:00+07:00
26.367083,8.7,4.9566894,104.226006,915.0,2013-05-21 00:00:00+07:00
25.860832,6.9000006,4.8753533,94.085556,760.0,2013-05-22 00:00:00+07:00
26.062918,12.400001,4.7929673,223.85434,805.0,2013-05-23 00:00:00+07:00
26.356667,2.6000001,4.9397616,187.92686,895.0,2013-05-24 00:00:00+07:00
26.27125,17.999998,5.2616577,245.79625,955.0,2013-05-25 00:00:00+07:00
25.983747,6.4999995,4.700706,245.53018,810.0,2013-05-26 00:00:00+07:00
25.204582,8.299999,4.4556956,266.4709,870.0,2013-05-27 00:00:00+07:00
25.544167,6.3999996,4.6519384,241.36914,550.0,2013-05-28 00:00:00+07:00
25.98375,7.2000003,4.871947,254.11607,905.0,2013-05-29 00:00:00+07:00
25.879583,6.7999997,6.8074074,245.30038,910.0,2013-05-30 00:00:00+07:00
26.262918,2.2,9.391204,256.9543,1060.0,2013-05-31 00:00:00+07:00
26.627497,2.1,7.953698,261.93588,815.0,2013-06-01 00:00:00+07:00
26.371248,1.6999999,6.129976,263.6599,790.0,2013-06-02 00:00:00+07:00
26.042084,3.8,8.386402,257.3247,970.0,2013-06-03 00:00:00+07:00
26.371248,3.7999997,8.041131,246.38982,675.0,2013-06-04 00:00:00+07:00
26.36708,6.4,8.077776,244.69125,840.0,2013-06-05 00:00:00+07:00
26.235834,3.9,7.9809413,234.59087,1035.0,2013-06-06 00:00:00+07:00
26.362917,2.0,4.073303,213.69005,620.0,2013-06-07 00:00:00+07:00
26.548334,2.5,5.016165,185.33209,840.0,2013-06-08 00:00:00+07:00
26.365005,10.599999,3.8833153,200.17075,1055.0,2013-06-09 00:00:00+07:00
26.406664,1.5000001,4.68547,235.00789,1050.0,2013-06-10 00:00:00+07:00
26.192083,4.899999,7.5060654,238.86551,940.0,2013-06-11 00:00:00+07:00
25.023333,16.4,6.0770783,215.09138,715.0,2013-06-12 00:00:00+07:00
25.092081,16.8,5.030926,135.88132,435.0,2013-06-13 00:00:00+07:00
26.48375,0.0,7.204954,91.96968,825.0,2013-06-14 00:00:00+07:00
26.815002,0.6,4.276288,81.54502,870.0,2013-06-15 00:00:00+07:00
26.444166,2.9,4.069461,266.42355,960.0,2013-06-16 00:00:00+07:00
26.033747,1.6,4.286759,223.66006,765.0,2013-06-17 00:00:00+07:00
26.212915,1.4000001,8.287718,259.8458,640.0,2013-06-18 00:00:00+07:00
26.579588,0.8,7.383208,264.06262,945.0,2013-06-19 00:00:00+07:00
26.231665,1.9999999,4.184427,243.43568,1010.0,2013-06-20 00:00:00+07:00
26.292084,0.7,4.8447847,83.90427,755.0,2013-06-21 00:00:00+07:00
26.656664,0.0,5.3477483,92.474144,860.0,2013-06-22 00:00:00+07:00
26.685831,0.9,5.924021,92.33723,890.0,2013-06-23 00:00:00+07:00
26.615004,0.0,4.674144,188.63712,825.0,2013-06-24 00:00:00+07:00
27.14625,0.0,4.561474,191.61153,1195.0,2013-06-25 00:00:00+07:00
26.471247,1.9000001,5.466235,135.0001,1170.0,2013-06-26 00:00:00+07:00
25.850418,9.5,6.602346,239.78873,900.0,2013-06-27 00:00:00+07:00
25.74208,2.8000002,4.4537315,117.96211,915.0,2013-06-28 00:00:00+07:00
26.042084,2.8999999,4.6230636,81.79996,915.0,2013-06-29 00:00:00+07:00
25.585836,11.4,5.737974,91.44408,890.0,2013-06-30 00:00:00+07:00
26.152502,0.1,7.9149675,98.70488,1030.0,2013-07-01 00:00:00+07:00
25.156668,9.7,5.282504,184.0376,900.0,2013-07-02 00:00:00+07:00
24.437914,23.8,5.9973097,131.59134,745.0,2013-07-03 00:00:00+07:00
24.362915,36.6,6.162391,145.53087,375.0,2013-07-04 00:00:00+07:00
24.048332,35.899998,7.38666,99.653725,415.0,2013-07-05 00:00:00+07:00
25.49,2.4,7.8629193,101.99688,585.0,2013-07-06 00:00:00+07:00
25.992086,0.4,5.212067,95.26959,1025.0,2013-07-07 00:00:00+07:00
25.350416,0.8,5.5852504,118.321106,970.0,2013-07-08 00:00:00+07:00
25.29209,9.499999,4.7451797,266.74805,1035.0,2013-07-09 00:00:00+07:00
25.287918,2.0,4.011082,156.80138,840.0,2013-07-10 00:00:00+07:00
25.404587,7.4999995,5.030839,123.11136,650.0,2013-07-11 00:00:00+07:00
25.081665,7.3000007,5.080478,110.55613,905.0,2013-07-12 00:00:00+07:00
24.560835,33.2,5.7223473,161.81084,965.0,2013-07-13 00:00:00+07:00
25.1775,9.4,6.6789355,213.26015,660.0,2013-07-14 00:00:00+07:00
25.110834,9.300001,5.2909794,132.4906,585.0,2013-07-15 00:00:00+07:00
25.53583,1.6000001,5.4649405,115.099335,800.0,2013-07-16 00:00:00+07:00
25.144163,10.2,4.806826,248.28598,1020.0,2013-07-17 00:00:00+07:00
25.429583,0.6,4.17596,278.48883,1030.0,2013-07-18 00:00:00+07:00
26.027502,0.0,5.3677807,108.32111,835.0,2013-07-19 00:00:00+07:00
25.992083,4.4,3.489703,315.92392,1060.0,2013-07-20 00:00:00+07:00
25.469164,1.9999999,3.6382933,143.39284,805.0,2013-07-21 00:00:00+07:00
25.492083,1.0,5.1123,121.86595,835.0,2013-07-22 00:00:00+07:00
26.398333,0.0,7.498568,98.79434,540.0,2013-07-23 00:00:00+07:00
25.821253,8.5,6.999968,99.066444,1015.0,2013-07-24 00:00:00+07:00
24.877502,14.6,9.361076,98.55736,1010.0,2013-07-25 00:00:00+07:00
25.690002,0.5,7.7310524,104.74359,1010.0,2013-07-26 00:00:00+07:00
26.10875,6.3999996,4.796021,86.95825,960.0,2013-07-27 00:00:00+07:00
25.779587,1.9000001,5.3578024,72.76985,910.0,2013-07-28 00:00:00+07:00
25.38375,5.7,3.9331079,153.08351,840.0,2013-07-29 00:00:00+07:00
25.723335,1.3,3.6230326,107.10279,830.0,2013-07-30 00:00:00+07:00
25.942085,1.0,3.3885477,218.65994,915.0,2013-07-31 00:00:00+07:00
25.896248,0.7,4.0098257,173.0472,940.0,2013-08-01 00:00:00+07:00
25.83375,1.4000001,4.6137567,124.824585,1030.0,2013-08-02 00:00:00+07:00
26.200418,0.0,6.705372,78.83761,985.0,2013-08-03 00:00:00+07:00
26.348335,0.1,5.839941,96.590515,1110.0,2013-08-04 00:00:00+07:00
26.254587,0.5,4.3328476,358.09082,985.0,2013-08-05 00:00:00+07:00
26.217081,2.1,4.160631,131.79466,920.0,2013-08-06 00:00:00+07:00
25.19625,5.6,4.0307484,214.43904,995.0,2013-08-07 00:00:00+07:00
25.221252,2.7,5.781929,261.32687,900.0,2013-08-08 00:00:00+07:00
25.414999,0.0,6.733727,87.25198,905.0,2013-08-09 00:00:00+07:00
26.177504,0.0,5.1642966,28.300632,1170.0,2013-08-10 00:00:00+07:00
25.887918,2.4999998,4.3256636,65.37643,1035.0,2013-08-11 00:00:00+07:00
26.023333,0.7,4.911223,56.437225,905.0,2013-08-12 00:00:00+07:00
25.817085,0.0,6.8299375,72.110596,910.0,2013-08-13 00:00:00+07:00
25.831667,0.0,8.459697,103.360245,1145.0,2013-08-14 00:00:00+07:00
26.17958,0.4,8.193991,86.95682,1515.0,2013-08-15 00:00:00+07:00
26.356668,1.4,7.057256,96.83557,1320.0,2013-08-16 00:00:00+07:00
26.00042,5.3,4.8255725,85.63481,1215.0,2013-08-17 00:00:00+07:00
25.892084,9.299999,4.909639,108.43503,965.0,2013-08-18 00:00:00+07:00
25.992083,0.6,4.5045953,90.00005,975.0,2013-08-19 00:00:00+07:00
26.331663,0.0,4.024617,228.63303,1100.0,2013-08-20 00:00:00+07:00
26.283747,0.0,6.293336,76.75946,990.0,2013-08-21 00:00:00+07:00
26.0525,0.0,6.3037057,62.162045,1250.0,2013-08-22 00:00:00+07:00
26.535833,0.0,6.6233892,68.19858,1240.0,2013-08-23 00:00:00+07:00
26.262917,0.0,8.6254635,91.044304,1500.0,2013-08-24 00:00:00+07:00
25.958754,0.0,8.046379,96.6979,1635.0,2013-08-25 00:00:00+07:00
26.385836,0.0,8.023247,90.5011,1520.0,2013-08-26 00:00:00+07:00
26.3525,0.0,6.736169,85.414,1850.0,2013-08-27 00:00:00+07:00
26.433748,0.0,6.445012,76.58588,1630.0,2013-08-28 00:00:00+07:00
26.987917,0.1,6.699454,86.072495,1275.0,2013-08-29 00:00:00+07:00
26.662918,2.6,5.481808,70.98916,1295.0,2013-08-30 00:00:00+07:00
26.244165,4.4,6.4113226,84.52047,1130.0,2013-08-31 00:00:00+07:00
